 1,  -0.0777, -0.5533
 2,  -0.1590,  0.3445
 3,   0.2985, -0.4672
 4,   3.5466, -0.6669
 5,   2.7407,  1.1724
 6,   2.5515,  0.2264
 7,   4.1804,  0.1748
 8,   1.5749,  0.6532
 9,   1.8222, -0.2986
 10,  -0.1475, -0.9395
 11,  -0.8072, -0.3895
 12,  -2.0068,  0.3225
 13,  -1.7410,  0.1110
 14,  -2.8387, -0.4940
 15,  -2.8247, -0.0786
 16,  -2.2009, -1.2523
 17,  -2.1565, -0.4054
 18,  -0.8294, -0.5722
 19,  -1.9227, -0.0654
 20,  -0.1988, -0.2121
 21,  -1.6747,  1.0232
 22,   0.6196, -0.6235
 23,   0.4640, -0.5275
 24,   1.2126, -0.1654
 25,   1.4604,  0.8436
 26,  -0.1320, -1.5039
 27,  -0.4258, -1.6869
 28,   1.6940,  0.2580
 29,  -0.2238, -1.2346
 30,   1.4260, -0.2717
 31,  -2.1642, -1.6525
 32,   0.2554, -0.1341
 33,  -2.0776, -0.2289
 34,   0.3886, -0.6275
 35,  -2.1288,  0.6018
 36,  -0.2594, -2.3222
 37,  -0.3234, -1.9429
 38,  -2.2493, -0.3556
 39,   0.5253, -0.6564
 40,  -3.2462, -1.8340
 41,  -0.5380, -1.0801
 42,  -0.3229,  0.3802
 43,  -0.0117, -0.3295
 44,  -1.3211, -0.2542
 45,  -0.1428,  2.0254
 46,  -0.8440,  1.1117
 47,   0.1601,  0.2842
 48,   0.8793,  0.2498
 49,   0.8640, -2.2933
 50,  -1.4001,  3.0130
 51,   2.0310, -2.6624
 52,   1.3741,  0.1044
 53,   0.3780, -3.0710
 54,  -0.2657, -0.6071
 55,  -1.7670, -1.9976
 56,   1.3532, -0.9796
 57,  -0.8868, -0.5483
 58,  -0.0603,  0.3525
 59,  -1.0030, -1.0464
 60,  -1.5889,  0.6478
 61,   0.9618, -1.9658
 62,  -2.0649, -0.1418
 63,   0.0136,  1.7245
 64,  -0.1870,  0.1318
 65,  -0.9864, -2.6162
 66,   0.2382,  0.5532
 67,   2.3667, -1.5722
 68,   0.4108, -0.7955
 69,   0.9733, -1.5725
 70,   0.8772,  1.3074
 71,   1.6192,  0.1689
 72,   1.5843,  0.1510
 73,   0.7178, -1.9953
 74,   0.4813,  0.2027
 75,  -1.4056, -1.3551
 76,   0.2602,  1.8690
 77,   0.1471, -1.9491
 78,  -0.3443, -1.0262
 79,   0.2416,  0.2243
 80,   0.0687, -0.4633
 81,  -0.0760, -0.0680
 82,   0.9781,  1.9678
 83,   1.8074, -1.6428
 84,   1.6737, -0.8334
 85,   2.0103,  0.6275
 86,   1.9048,  3.2824
 87,   0.5929,  0.1792
 88,  -0.6205,  1.1898
 89,   1.9806,  1.4992
 90,   0.6393, -0.3206
 91,   1.3694, -0.9021
 92,   1.8752,  0.6681
 93,   0.6657,  0.2214
 94,   1.8000, -0.3649
 95,   1.9409, -0.7701
 96,  -1.2469, -0.9149
 97,   0.9344, -0.9006
 98,  -2.5036, -0.9564
 99,   1.3605, -0.8635
 100,   1.1593, -0.7775
 101,   1.4779,  1.6046
 102,   1.3794,  0.3497
 103,   1.6267,  0.9280
 104,   0.8419, -0.5538
 105,   1.6717, -1.8833
 106,   1.8653, -1.4911
 107,   1.3137,  1.2847
 108,   0.4705,  1.8501
 109,  -1.2281, -1.4818
 110,  -1.3829, -0.4608
 111,  -1.8356,  1.1077
 112,   0.5191,  1.5229
 113,   1.6141, -1.4437
 114,   0.7402, -0.9458
 115,   0.9613, -0.1627
 116,  -0.0260, -0.6526
 117,  -2.0605,  0.6966
 118,   0.8241,  0.7457
 119,   0.8523,  0.7467
 120,   0.0672,  0.6329
 121,  -1.6482, -1.4576
 122,   1.3383, -1.3840
 123,   0.1934, -0.1421
 124,  -0.5646, -1.4788
 125,   0.5916, -0.8806
 126,  -0.0552, -1.0774
 127,   0.3618,  0.8419
 128,  -1.4847,  1.0335
 129,  -0.9247, -0.4768
 130,   0.8952,  1.8686
 131,   1.9247,  0.0598
 132,  -0.4687, -1.1272
 133,  -2.7592,  1.6114
 134,  -0.1762, -1.3790
 135,  -0.4025, -0.2095
 136,  -0.8041, -0.8248
 137,   0.7537,  1.0221
 138,   1.5162, -0.5416
 139,  -1.0105, -0.3248
 140,   0.4813, -0.5262
 141,  -2.4080,  0.6265
 142,   1.8494,  0.4942
 143,   0.0300, -0.3212
 144,  -0.2879,  0.7005
 145,  -0.4667, -0.4048
 146,  -2.2600, -0.7013
 147,  -0.5218, -1.0142
 148,   1.9388, -1.4061
 149,   1.0055,  0.5165
 150,   1.4010,  0.8540
 151,   2.6069, -0.1435
 152,   2.3902, -0.6109
 153,   2.1022,  1.8087
 154,   1.1577, -0.1603
 155,   1.4156,  0.1243
 156,  -0.9970, -0.5992
 157,  -1.9686,  2.1250
 158,  -0.6864, -0.5033
 159,   1.5579, -0.1983
 160,   0.3046, -0.7694
 161,  -0.5701, -0.9704
 162,  -1.0249, -0.2088
 163,  -0.4908, -1.4237
 164,  -0.1763, -1.7192
 165,   1.8558,  0.0977
 166,   0.7189, -0.7075
 167,   2.2505,  1.8854
 168,   2.2067,  0.0941
 169,   1.7279, -2.1639
 170,   2.3380,  0.8378
 171,   1.9324,  0.2725
 172,   1.9400, -0.1660
 173,   0.3751,  0.4458
 174,  -1.4476,  1.2335
 175,   0.6806,  2.4441
 176,   2.2171,  0.3733
 177,  -1.7470,  0.9307
 178,   0.7307, -0.1013
 179,   1.4579, -1.0297
 180,   0.9007, -1.0294
 181,   0.5251,  0.6187
 182,   0.9660, -1.4726
 183,  -0.1027, -0.9107
 184,   2.4783, -0.8459
 185,   0.1975,  0.9762
 186,   1.8881,  0.9901
 187,  -0.5648, -0.5962
 188,  -1.3971, -0.4901
 189,   1.6325, -0.8237
 190,  -1.1144, -1.3154
 191,   0.7337, -0.0714
 192,   0.5916,  0.5833
 193,   1.8286,  1.0810
 194,  -1.7626, -1.4933
 195,   0.1583,  2.5511
 196,   0.6356, -0.8616
 197,  -1.9437, -1.5787
 198,  -0.3229,  0.9681
 199,  -2.2869,  1.2781
 200,   0.6132, -0.4982
 201,  -0.6486,  1.9401
 202,  -1.3353, -0.5014
 203,   0.7063, -0.3767
 204,   0.7251, -0.5883
