 1,  -2.3892, -0.0945
 2,  -3.0517,  0.3674
 3,  -3.3949, -0.0763
 4,   0.4722,  0.6211
 5,  -3.0805,  0.2119
 6,  -3.4716,  0.2696
 7,  -5.9979,  0.6647
 8,  -4.7284, -0.0719
 9,  -3.6534,  0.1972
 10,  -4.8377,  0.4621
 11,  -5.7198,  0.5251
 12,  -5.5173, -0.1228
 13,  -3.5423, -0.9134
 14,  -2.8031, -0.2242
 15,  -2.3541, -0.5117
 16,  -2.9688,  1.7465
 17,  -1.1257,  0.3131
 18,  -1.5272, -1.8376
 19,  -2.0019, -0.4412
 20,  -2.8843,  0.8653
 21,  -2.1544,  0.2899
 22,  -1.1062,  0.0395
 23,  -1.2686, -0.1535
 24,   0.7165, -1.8048
 25,  -0.8085, -1.1467
 26,  -0.5836, -0.0703
 27,   0.5101,  0.2814
 28,   0.5720,  0.1911
 29,   1.7534, -0.2609
 30,   1.8545, -1.7113
 31,   2.5987, -0.3342
 32,   0.5988, -1.4794
 33,  -0.2067, -1.1138
 34,  -0.7021,  0.2471
 35,  -0.4931,  0.6929
 36,  -1.8346, -1.3012
 37,   0.3326,  0.6968
 38,   0.5826,  1.7216
 39,  -0.1127, -0.9896
 40,   0.0336, -0.3212
 41,  -0.4837, -0.9020
 42,  -2.0742, -1.5677
 43,   0.7507, -1.2460
 44,  -0.7697,  0.4549
 45,   1.2034, -0.1425
 46,   1.8951,  1.1466
 47,  -0.0634, -0.6229
 48,  -1.0389, -1.3811
 49,  -0.9833, -0.7215
 50,  -1.3866,  0.6002
 51,  -0.0927, -2.5044
 52,  -0.4481, -0.7033
 53,  -2.8950,  1.3534
 54,   1.5538, -0.8258
 55,  -0.3608, -0.8371
 56,  -0.9620,  0.6681
 57,  -1.8466,  0.3825
 58,  -1.8329, -0.3415
 59,  -0.6644, -2.2508
 60,   0.1133, -0.7218
 61,   0.1012,  0.9505
 62,   0.3160, -2.1909
 63,  -1.4448,  0.1745
 64,  -1.2604,  2.2360
 65,  -0.0615, -0.4640
 66,  -0.3429, -0.9690
 67,  -0.0265, -0.5910
 68,  -0.8823, -0.2184
 69,  -1.9779,  0.9460
 70,  -1.6111,  0.5234
 71,  -1.0960, -0.9011
 72,   2.0666, -1.3800
 73,  -2.5821,  1.5334
 74,   0.0213,  0.3706
 75,  -1.8289,  2.1015
 76,  -1.1638,  0.3649
 77,  -1.1761, -1.0785
 78,  -3.4328,  0.3637
 79,  -1.0728,  2.1376
 80,  -2.2150,  1.1079
 81,  -0.5528, -0.7725
 82,   1.0088, -0.1245
 83,  -4.2038, -0.5324
 84,   0.8021, -2.3137
 85,  -3.7124,  0.3191
 86,   0.5655, -0.9402
 87,  -1.5571, -0.9231
 88,  -0.7529,  0.8875
 89,   0.0667, -0.4087
 90,   0.4181,  0.5306
 91,   2.7405, -0.3271
 92,  -0.0088, -0.9258
 93,  -0.7868,  0.1189
 94,  -0.8248, -1.0893
 95,   2.3631,  0.4523
 96,  -0.8530,  0.6483
 97,   1.3354,  1.9084
 98,  -1.9885,  0.2481
 99,   4.6063, -0.7795
 100,  -0.8324, -1.7421
